t	PV [ºC]	SP [ºC]	MV[A]
0,000	0,000	70,000	0,000E+0
0,000	0,000	70,000	0,000E+0
1,992	-47,780	70,000	0,000E+0
1,992	-47,780	70,000	0,000E+0
4,009	59,768	70,000	0,000E+0
4,009	59,768	70,000	0,000E+0
6,028	75,866	70,000	0,000E+0
6,028	75,866	70,000	0,000E+0
8,045	56,339	70,000	0,000E+0
8,045	56,339	70,000	0,000E+0
10,063	8,886	70,000	0,000E+0
10,063	8,886	70,000	0,000E+0
12,082	22,223	70,000	0,000E+0
12,082	22,223	70,000	0,000E+0
14,097	-19,487	70,000	0,000E+0
14,097	-19,487	70,000	0,000E+0
16,118	22,240	70,000	0,000E+0
16,118	22,240	70,000	0,000E+0
18,135	22,254	70,000	0,000E+0
18,135	22,254	70,000	0,000E+0
20,157	22,246	70,000	0,000E+0
20,157	22,246	70,000	0,000E+0
22,170	22,287	70,000	0,000E+0
22,170	22,287	70,000	0,000E+0
24,191	22,254	70,000	0,000E+0
24,191	22,254	70,000	0,000E+0
26,208	22,251	70,000	0,000E+0
26,208	22,251	70,000	0,000E+0
28,225	22,271	70,000	0,000E+0
28,225	22,271	70,000	0,000E+0
28,225	22,271	70,000	0,000E+0
30,243	22,259	70,000	0,000E+0
30,243	22,259	70,000	0,000E+0
32,262	22,233	70,000	0,000E+0
32,262	22,233	70,000	0,000E+0
34,279	22,236	70,000	0,000E+0
34,279	22,236	70,000	0,000E+0
36,298	22,246	70,000	0,000E+0
36,298	22,246	70,000	0,000E+0
38,315	22,281	70,000	0,000E+0
38,315	22,281	70,000	0,000E+0
40,333	22,297	70,000	0,000E+0
40,333	22,297	70,000	0,000E+0
42,350	22,289	70,000	0,000E+0
42,350	22,289	70,000	0,000E+0
44,369	22,312	70,000	0,000E+0
44,369	22,312	70,000	0,000E+0
46,386	22,335	70,000	0,000E+0
46,386	22,335	70,000	0,000E+0
48,403	22,352	70,000	0,000E+0
48,403	22,352	70,000	0,000E+0
50,424	22,398	70,000	0,000E+0
50,424	22,398	70,000	0,000E+0
52,440	22,385	70,000	0,000E+0
52,440	22,385	70,000	0,000E+0
54,457	22,367	70,000	0,000E+0
54,457	22,367	70,000	0,000E+0
56,478	22,349	70,000	0,000E+0
56,478	22,349	70,000	0,000E+0
58,495	22,357	70,000	0,000E+0
58,495	22,357	70,000	0,000E+0
60,513	22,375	70,000	0,000E+0
60,513	22,375	70,000	0,000E+0
62,532	22,446	70,000	0,000E+0
62,532	22,446	70,000	0,000E+0
64,551	22,471	70,000	0,000E+0
