Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	26,916	30,000	1,000E-2
2,000	26,911	30,000	3,277E-1
2,000	26,911	30,000	4,671E-1
3,000	26,913	30,000	5,471E-1
4,000	26,910	30,000	7,856E-1
6,000	26,912	30,000	8,657E-1
7,000	26,910	30,000	1,065E+0
7,000	26,912	30,000	1,125E+0
8,000	26,915	30,000	1,165E+0
10,001	26,916	30,000	1,265E+0
11,001	26,916	30,000	1,384E+0
12,001	26,922	30,000	1,266E+0
13,001	26,927	30,000	1,227E+0
14,001	26,931	30,000	1,227E+0
15,001	26,929	30,000	1,405E+0
16,001	26,929	30,000	1,563E+0
17,001	26,926	30,000	1,821E+0
18,001	26,926	30,000	1,960E+0
19,001	26,925	30,000	2,119E+0
20,001	26,927	30,000	2,198E+0
21,001	26,928	30,000	2,317E+0
22,001	26,930	30,000	2,356E+0
23,001	26,928	30,000	2,555E+0
24,001	26,930	30,000	2,634E+0
25,001	26,932	30,000	2,673E+0
26,002	26,932	30,000	2,812E+0
27,002	26,933	30,000	2,950E+0
28,002	26,935	30,000	2,970E+0
29,002	26,937	30,000	3,069E+0
30,002	26,939	30,000	3,108E+0
31,002	26,936	30,000	3,345E+0
32,002	26,937	30,000	3,484E+0
33,002	26,937	30,000	3,622E+0
34,002	26,939	30,000	3,641E+0
35,002	26,937	30,000	3,879E+0
36,002	26,934	30,000	4,136E+0
37,002	26,936	30,000	4,195E+0
38,002	26,934	30,000	4,413E+0
39,002	26,939	30,000	4,333E+0
40,002	26,943	30,000	4,352E+0
41,003	26,945	30,000	4,391E+0
42,003	26,951	30,000	4,292E+0
43,003	26,955	30,000	4,271E+0
44,003	26,954	30,000	4,448E+0
45,003	26,957	30,000	4,467E+0
46,003	26,956	30,000	4,624E+0
47,003	26,956	30,000	4,801E+0
48,003	26,958	30,000	4,839E+0
49,003	26,961	30,000	4,858E+0
50,003	26,965	30,000	4,856E+0
51,003	26,960	30,000	5,152E+0
52,003	26,960	30,000	5,309E+0
53,003	26,957	30,000	5,565E+0
54,003	26,958	30,000	5,663E+0
55,003	26,956	30,000	5,899E+0
56,003	26,959	30,000	5,878E+0
57,003	26,966	30,000	5,738E+0
58,004	26,966	30,000	5,895E+0
59,004	26,963	30,000	6,151E+0
60,004	26,960	30,000	6,407E+0
61,004	26,965	30,000	6,326E+0
62,004	26,962	30,000	6,622E+0
63,004	26,960	30,000	6,818E+0
64,004	26,958	30,000	7,035E+0
65,004	26,956	30,000	7,231E+0
66,004	26,956	30,000	7,369E+0
67,004	26,957	30,000	7,487E+0
68,004	26,956	30,000	7,664E+0
69,004	26,954	30,000	7,860E+0
70,004	26,959	30,000	7,800E+0
71,004	26,958	30,000	7,997E+0
72,004	26,965	30,000	7,857E+0
73,004	26,963	30,000	8,073E+0
74,005	26,967	30,000	8,051E+0
75,005	26,968	30,000	8,169E+0
76,005	26,971	30,000	8,187E+0
77,005	26,969	30,000	8,383E+0
78,005	26,970	30,000	8,480E+0
79,005	26,969	30,000	8,657E+0
80,005	26,970	30,000	8,754E+0
81,005	26,973	30,000	8,792E+0
82,005	26,969	30,000	9,067E+0
83,005	26,970	30,000	9,164E+0
84,005	26,966	30,000	9,459E+0
85,005	26,970	30,000	9,438E+0
86,005	26,968	30,000	9,634E+0
87,005	26,970	30,000	9,731E+0
88,005	26,970	30,000	9,868E+0
89,005	26,971	30,000	9,946E+0
90,005	26,970	30,000	1,014E+1
91,005	26,970	30,000	1,028E+1
92,006	26,971	30,000	1,036E+1
93,006	26,974	30,000	1,037E+1
94,006	26,971	30,000	1,061E+1
95,006	26,970	30,000	1,083E+1
96,006	26,976	30,000	1,071E+1
97,006	26,976	30,000	1,086E+1
98,006	26,976	30,000	1,098E+1
99,006	26,977	30,000	1,109E+1
100,006	26,983	30,000	1,097E+1
101,006	26,986	30,000	1,097E+1
102,006	26,991	30,000	1,093E+1
103,006	26,989	30,000	1,112E+1
104,006	26,987	30,000	1,134E+1
105,006	26,984	30,000	1,161E+1
106,006	26,989	30,000	1,155E+1
107,006	26,988	30,000	1,175E+1
108,006	26,985	30,000	1,198E+1
109,007	26,988	30,000	1,200E+1
110,007	26,990	30,000	1,206E+1
111,007	26,992	30,000	1,213E+1
112,007	26,996	30,000	1,207E+1
113,007	26,998	30,000	1,213E+1
114,007	26,999	30,000	1,224E+1
115,007	27,002	30,000	1,228E+1
116,007	27,007	30,000	1,220E+1
117,007	27,007	30,000	1,233E+1
118,007	27,011	30,000	1,229E+1
119,007	27,011	30,000	1,244E+1
120,007	27,007	30,000	1,276E+1
121,007	27,011	30,000	1,273E+1
122,007	27,007	30,000	1,301E+1
123,007	27,017	30,000	1,273E+1
124,007	27,020	30,000	1,276E+1
125,008	27,021	30,000	1,286E+1
126,008	27,023	30,000	1,291E+1
127,008	27,021	30,000	1,313E+1
128,008	27,017	30,000	1,344E+1
129,008	27,015	30,000	1,363E+1
130,008	27,019	30,000	1,361E+1
131,008	27,026	30,000	1,345E+1
132,008	27,031	30,000	1,340E+1
133,008	27,032	30,000	1,350E+1
134,008	27,028	30,000	1,379E+1
135,008	27,027	30,000	1,396E+1
136,008	27,030	30,000	1,396E+1
137,008	27,026	30,000	1,425E+1
138,008	27,036	30,000	1,401E+1
139,008	27,038	30,000	1,406E+1
140,009	27,037	30,000	1,424E+1
141,009	27,032	30,000	1,455E+1
142,009	27,032	30,000	1,470E+1
143,009	27,034	30,000	1,478E+1
144,009	27,031	30,000	1,501E+1
145,009	27,039	30,000	1,483E+1
146,009	27,035	30,000	1,510E+1
147,009	27,038	30,000	1,512E+1
148,009	27,047	30,000	1,491E+1
149,009	27,052	30,000	1,483E+1
150,009	27,059	30,000	1,472E+1
151,009	27,064	30,000	1,462E+1
152,009	27,063	30,000	1,479E+1
153,009	27,067	30,000	1,478E+1
154,009	27,064	30,000	1,506E+1
155,009	27,066	30,000	1,511E+1
156,009	27,073	30,000	1,494E+1
157,009	27,074	30,000	1,506E+1
158,010	27,077	30,000	1,505E+1
159,010	27,072	30,000	1,540E+1
160,010	27,075	30,000	1,537E+1
161,010	27,076	30,000	1,549E+1
162,010	27,080	30,000	1,546E+1
163,010	27,087	30,000	1,529E+1
164,010	27,087	30,000	1,545E+1
165,010	27,089	30,000	1,550E+1
166,010	27,089	30,000	1,563E+1
167,010	27,091	30,000	1,566E+1
168,010	27,099	30,000	1,548E+1
169,010	27,098	30,000	1,567E+1
170,010	27,099	30,000	1,576E+1
171,010	27,108	30,000	1,551E+1
172,010	27,115	30,000	1,539E+1
173,011	27,111	30,000	1,569E+1
174,011	27,116	30,000	1,561E+1
175,011	27,117	30,000	1,568E+1
176,011	27,117	30,000	1,581E+1
177,011	27,116	30,000	1,600E+1
178,011	27,119	30,000	1,603E+1
179,011	27,117	30,000	1,620E+1
180,011	27,118	30,000	1,631E+1
181,011	27,118	30,000	1,644E+1
182,011	27,115	30,000	1,669E+1
183,011	27,116	30,000	1,680E+1
184,011	27,124	30,000	1,659E+1
185,011	27,129	30,000	1,654E+1
186,011	27,141	30,000	1,618E+1
187,011	27,134	30,000	1,658E+1
188,011	27,138	30,000	1,655E+1
189,011	27,139	30,000	1,664E+1
190,011	27,139	30,000	1,677E+1
191,011	27,134	30,000	1,708E+1
192,012	27,130	30,000	1,739E+1
193,012	27,135	30,000	1,732E+1
194,012	27,140	30,000	1,725E+1
195,012	27,145	30,000	1,720E+1
196,012	27,150	30,000	1,711E+1
197,012	27,154	30,000	1,706E+1
198,012	27,150	30,000	1,739E+1
199,012	27,151	30,000	1,748E+1
200,012	27,157	30,000	1,733E+1
201,012	27,162	30,000	1,728E+1
202,012	27,172	30,000	1,701E+1
203,012	27,174	30,000	1,706E+1
204,012	27,169	30,000	1,737E+1
205,012	27,160	30,000	1,785E+1
206,012	27,163	30,000	1,786E+1
207,013	27,172	30,000	1,765E+1
208,013	27,172	30,000	1,780E+1
209,013	27,173	30,000	1,787E+1
210,013	27,167	30,000	1,823E+1
211,013	27,169	30,000	1,830E+1
212,013	27,169	30,000	1,839E+1
213,013	27,169	30,000	1,856E+1
214,013	27,171	30,000	1,861E+1
215,013	27,178	30,000	1,842E+1
216,013	27,178	30,000	1,854E+1
217,013	27,184	30,000	1,845E+1
218,013	27,183	30,000	1,860E+1
219,013	27,191	30,000	1,843E+1
220,013	27,197	30,000	1,832E+1
221,013	27,200	30,000	1,835E+1
222,014	27,197	30,000	1,857E+1
223,014	27,206	30,000	1,836E+1
224,014	27,208	30,000	1,839E+1
225,014	27,203	30,000	1,871E+1
226,014	27,208	30,000	1,864E+1
227,014	27,217	30,000	1,841E+1
228,014	27,213	30,000	1,870E+1
229,014	27,215	30,000	1,876E+1
230,014	27,215	30,000	1,889E+1
231,014	27,211	30,000	1,915E+1
232,014	27,214	30,000	1,916E+1
233,014	27,220	30,000	1,907E+1
234,014	27,229	30,000	1,884E+1
235,014	27,233	30,000	1,880E+1
236,014	27,241	30,000	1,859E+1
237,014	27,251	30,000	1,834E+1
238,015	27,250	30,000	1,850E+1
239,015	27,252	30,000	1,851E+1
240,015	27,266	30,000	1,812E+1
241,015	27,264	30,000	1,830E+1
242,015	27,261	30,000	1,854E+1
243,015	27,261	30,000	1,869E+1
244,015	27,255	30,000	1,901E+1
245,015	27,264	30,000	1,879E+1
246,015	27,267	30,000	1,882E+1
